"","source","target","weight"
"777",29,30,0.0701959797992892
"778",30,29,0.0701959797992892
"779",3,16,0.0699728467028105
"780",16,3,0.0699728467028105
"781",24,12,0.0698075920450383
"782",12,24,0.0698075920450383
"783",102,94,0.06979334221068
"784",94,102,0.06979334221068
"785",85,58,0.0697649858355455
"786",58,85,0.0697649858355455
"787",81,77,0.0696153238001973
"788",77,81,0.0696153238001973
"789",82,59,0.0695840745229843
"790",59,82,0.0695840745229843
"791",105,4,0.0694327634359722
"792",4,105,0.0694327634359722
"793",109,110,0.0693308067607284
"794",110,109,0.0693308067607284
"795",66,69,0.0692550822106713
"796",69,66,0.0692550822106713
"797",56,43,0.0692137934051904
"798",43,56,0.0692137934051904
"799",75,69,0.0692003961980975
"800",69,75,0.0692003961980975
"801",14,13,0.0690892498599217
"802",13,14,0.0690892498599217
"803",105,0,0.0690834484543961
"804",0,105,0.0690834484543961
"805",26,1,0.0690360671371755
"806",1,26,0.0690360671371755
"807",81,80,0.0688581321888638
"808",80,81,0.0688581321888638
"809",60,70,0.0688495262512556
"810",70,60,0.0688495262512556
"811",17,16,0.0687638088845787
"812",16,17,0.0687638088845787
"813",73,59,0.0687462756526584
"814",59,73,0.0687462756526584
"815",87,0,0.0686647576176692
"816",0,87,0.0686647576176692
"817",79,76,0.0686463824318912
"818",76,79,0.0686463824318912
"819",60,1,0.0685615909208027
"820",1,60,0.0685615909208027
"821",46,0,0.0684162542483975
"822",0,46,0.0684162542483975
"823",72,80,0.0683537290814871
"824",80,72,0.0683537290814871
"825",3,13,0.0681969796220259
"826",13,3,0.0681969796220259
"827",98,89,0.0681009622466583
"828",89,98,0.0681009622466583
"829",104,109,0.0680492021500376
"830",109,104,0.0680492021500376
"831",105,108,0.0680425511182792
"832",108,105,0.0680425511182792
"833",21,2,0.0679208466735828
"834",2,21,0.0679208466735828
"835",97,93,0.067756615962201
"836",93,97,0.067756615962201
"837",21,12,0.0676911497981948
"838",12,21,0.0676911497981948
"839",27,13,0.0676887592400945
"840",13,27,0.0676887592400945
"841",84,62,0.0674465824430603
"842",62,84,0.0674465824430603
"843",108,106,0.0674221412113164
"844",106,108,0.0674221412113164
"845",12,13,0.0672895162215782
"846",13,12,0.0672895162215782
"847",56,47,0.0672473535387026
"848",47,56,0.0672473535387026
"849",11,0,0.0671783412741018
"850",0,11,0.0671783412741018
"851",22,4,0.0669607005260021
"852",4,22,0.0669607005260021
"853",96,102,0.0669454754060581
"854",102,96,0.0669454754060581
"855",13,16,0.0669328410656856
"856",16,13,0.0669328410656856
"857",26,2,0.066902476130576
"858",2,26,0.066902476130576
"859",92,88,0.0666946034240397
"860",88,92,0.0666946034240397
"861",21,59,0.0666727896957915
"862",59,21,0.0666727896957915
"863",97,88,0.0665178626130071
"864",88,97,0.0665178626130071
"865",59,1,0.0664589569890188
"866",1,59,0.0664589569890188
"867",78,65,0.0661814495444699
"868",65,78,0.0661814495444699
"869",85,70,0.0661738820021724
"870",70,85,0.0661738820021724
"871",47,38,0.0661396030664973
"872",38,47,0.0661396030664973
"873",93,95,0.0661279705804493
"874",95,93,0.0661279705804493
"875",55,46,0.0660348360865435
"876",46,55,0.0660348360865435
"877",111,24,0.0657995911329013
"878",24,111,0.0657995911329013
"879",73,20,0.0655460994723815
"880",20,73,0.0655460994723815
"881",59,71,0.0655022953150519
"882",71,59,0.0655022953150519
"883",62,41,0.0654999771467728
"884",41,62,0.0654999771467728
"885",59,65,0.0654822402145049
"886",65,59,0.0654822402145049
"887",114,110,0.0654280464718201
"888",110,114,0.0654280464718201
"889",90,87,0.0654097792491169
"890",87,90,0.0654097792491169
"891",72,70,0.0653604175201965
"892",70,72,0.0653604175201965
"893",42,2,0.0653528088932734
"894",2,42,0.0653528088932734
"895",104,106,0.0652320098002826
"896",106,104,0.0652320098002826
"897",12,106,0.0651977953710895
"898",106,12,0.0651977953710895
"899",17,70,0.0651880364401291
"900",70,17,0.0651880364401291
"901",92,86,0.0651446350099323
"902",86,92,0.0651446350099323
"903",21,6,0.0651357444385244
"904",6,21,0.0651357444385244
"905",15,16,0.0651315339794619
"906",16,15,0.0651315339794619
"907",24,16,0.0650714656132807
"908",16,24,0.0650714656132807
"909",54,39,0.0650418122173623
"910",39,54,0.0650418122173623
"911",9,18,0.0649475187945294
"912",18,9,0.0649475187945294
"913",51,47,0.064850296930195
"914",47,51,0.064850296930195
"915",9,87,0.0647973956374462
"916",87,9,0.0647973956374462
"917",16,5,0.0647517861557411
"918",5,16,0.0647517861557411
"919",105,12,0.0647083351724923
"920",12,105,0.0647083351724923
"921",42,8,0.0646860569466487
"922",8,42,0.0646860569466487
"923",4,70,0.064680100736622
"924",70,4,0.064680100736622
"925",14,0,0.0646722990847348
"926",0,14,0.0646722990847348
"927",53,49,0.0645527883511921
"928",49,53,0.0645527883511921
"929",79,69,0.0645361899790326
"930",69,79,0.0645361899790326
"931",19,18,0.064449655427901
"932",18,19,0.064449655427901
"933",78,61,0.0643238987389825
"934",61,78,0.0643238987389825
"935",27,0,0.0643163230687472
"936",0,27,0.0643163230687472
"937",100,89,0.0642100734680237
"938",89,100,0.0642100734680237
"939",79,82,0.0641854001902372
"940",82,79,0.0641854001902372
"941",58,6,0.0641107207695508
"942",6,58,0.0641107207695508
"943",108,110,0.0639578067445276
"944",110,108,0.0639578067445276
"945",105,60,0.063944669908117
"946",60,105,0.063944669908117
"947",51,43,0.0636521288699221
"948",43,51,0.0636521288699221
"949",33,16,0.0636358863183561
"950",16,33,0.0636358863183561
"951",24,58,0.063634629296944
"952",58,24,0.063634629296944
"953",22,14,0.0636040689838523
"954",14,22,0.0636040689838523
"955",72,77,0.0635072649776575
"956",77,72,0.0635072649776575
"957",88,2,0.0634485021039351
"958",2,88,0.0634485021039351
"959",81,60,0.063418339698502
"960",60,81,0.063418339698502
"961",18,88,0.063415800001895
"962",88,18,0.063415800001895
"963",84,75,0.0634043292068975
"964",75,84,0.0634043292068975
"965",48,49,0.0633162212407174
"966",49,48,0.0633162212407174
"967",21,4,0.0632165113653079
"968",4,21,0.0632165113653079
"969",9,16,0.0631732587065773
"970",16,9,0.0631732587065773
"971",4,10,0.0631650042307688
"972",10,4,0.0631650042307688
"973",56,57,0.0631416836291618
"974",57,56,0.0631416836291618
"975",53,48,0.0630976715703643
"976",48,53,0.0630976715703643
"977",9,59,0.0630903854465872
"978",59,9,0.0630903854465872
"979",68,80,0.0630811630207326
"980",80,68,0.0630811630207326
"981",22,0,0.0630451028866628
"982",0,22,0.0630451028866628
"983",9,13,0.0630224633691801
"984",13,9,0.0630224633691801
"985",17,108,0.0629954404969782
"986",108,17,0.0629954404969782
"987",19,0,0.0628554026702055
"988",0,19,0.0628554026702055
"989",83,71,0.0628263206582375
"990",71,83,0.0628263206582375
"991",95,19,0.0623838537363175
"992",19,95,0.0623838537363175
"993",46,36,0.062372050082549
"994",36,46,0.062372050082549
"995",20,17,0.0622545850547781
"996",17,20,0.0622545850547781
"997",52,36,0.0622160715311591
"998",36,52,0.0622160715311591
"999",123,16,0.0621483739520605
"1000",16,123,0.0621483739520605
"1001",74,60,0.0621188039279318
"1002",60,74,0.0621188039279318
"1003",45,37,0.0620928851992574
"1004",37,45,0.0620928851992574
"1005",77,69,0.0619532101977986
"1006",69,77,0.0619532101977986
"1007",49,42,0.061939321301656
"1008",42,49,0.061939321301656
"1009",72,60,0.0617457641791661
"1010",60,72,0.0617457641791661
"1011",41,36,0.0617275346887599
"1012",36,41,0.0617275346887599
"1013",106,1,0.061663679049546
"1014",1,106,0.061663679049546
"1015",62,36,0.0615912008631368
"1016",36,62,0.0615912008631368
"1017",28,21,0.0615899646689348
"1018",21,28,0.0615899646689348
"1019",104,10,0.0615817243064283
"1020",10,104,0.0615817243064283
"1021",40,41,0.06153800530923
"1022",41,40,0.06153800530923
"1023",92,90,0.0615314746042941
"1024",90,92,0.0615314746042941
"1025",9,58,0.0615171281260599
"1026",58,9,0.0615171281260599
"1027",83,59,0.0614338275758218
"1028",59,83,0.0614338275758218
"1029",86,37,0.0614248428198317
"1030",37,86,0.0614248428198317
"1031",81,69,0.0614182048254719
"1032",69,81,0.0614182048254719
"1033",47,43,0.0613655600621779
"1034",43,47,0.0613655600621779
"1035",24,14,0.0613193501389109
"1036",14,24,0.0613193501389109
"1037",24,4,0.0612664964554964
"1038",4,24,0.0612664964554964
"1039",70,71,0.0611326827660011
"1040",71,70,0.0611326827660011
"1041",78,76,0.0610762884852346
"1042",76,78,0.0610762884852346
"1043",110,115,0.0609466662379965
"1044",115,110,0.0609466662379965
"1045",109,106,0.0608867696721378
"1046",106,109,0.0608867696721378
"1047",17,8,0.0608054143053984
"1048",8,17,0.0608054143053984
"1049",110,106,0.0605247291528107
"1050",106,110,0.0605247291528107
"1051",64,75,0.0605187124712682
"1052",75,64,0.0605187124712682
"1053",82,77,0.060483954847952
"1054",77,82,0.060483954847952
"1055",103,107,0.060458793445276
"1056",107,103,0.060458793445276
"1057",105,15,0.0604248985513619
"1058",15,105,0.0604248985513619
"1059",84,74,0.0604228523348722
"1060",74,84,0.0604228523348722
"1061",28,0,0.0604211729129685
"1062",0,28,0.0604211729129685
"1063",76,61,0.0603414978121457
"1064",61,76,0.0603414978121457
"1065",20,44,0.0602832871767654
"1066",44,20,0.0602832871767654
"1067",79,75,0.0601057446490346
"1068",75,79,0.0601057446490346
"1069",103,4,0.0600109550880981
"1070",4,103,0.0600109550880981
"1071",59,18,0.0599820612948923
"1072",18,59,0.0599820612948923
"1073",32,2,0.059916689210805
"1074",2,32,0.059916689210805
"1075",81,61,0.0597592020219026
"1076",61,81,0.0597592020219026
"1077",58,88,0.0597280191165624
"1078",88,58,0.0597280191165624
"1079",78,77,0.0596660963848436
"1080",77,78,0.0596660963848436
"1081",13,8,0.059636259911114
"1082",8,13,0.059636259911114
"1083",1,87,0.0595858122374219
"1084",87,1,0.0595858122374219
"1085",60,4,0.059480592763117
"1086",4,60,0.059480592763117
"1087",21,58,0.0594565591439822
"1088",58,21,0.0594565591439822
"1089",84,69,0.0593749354087261
"1090",69,84,0.0593749354087261
"1091",93,102,0.0592134357568816
"1092",102,93,0.0592134357568816
"1093",63,13,0.0592018322935244
"1094",13,63,0.0592018322935244
"1095",98,39,0.0591128472393023
"1096",39,98,0.0591128472393023
"1097",17,71,0.059031160767984
"1098",71,17,0.059031160767984
"1099",23,18,0.0589898542975541
"1100",18,23,0.0589898542975541
"1101",78,80,0.0589413447237605
"1102",80,78,0.0589413447237605
"1103",86,36,0.0588915374759455
"1104",36,86,0.0588915374759455
"1105",33,0,0.0588643421151115
"1106",0,33,0.0588643421151115
"1107",32,4,0.0587010924335957
"1108",4,32,0.0587010924335957
"1109",58,5,0.0586396412959957
"1110",5,58,0.0586396412959957
"1111",50,43,0.0586260662522373
"1112",43,50,0.0586260662522373
"1113",113,125,0.0585009643620937
"1114",125,113,0.0585009643620937
"1115",79,63,0.0584696209758703
"1116",63,79,0.0584696209758703
"1117",21,0,0.0584617091472654
"1118",0,21,0.0584617091472654
"1119",79,80,0.058440245259439
"1120",80,79,0.058440245259439
"1121",82,67,0.0583832396701299
"1122",67,82,0.0583832396701299
"1123",125,2,0.0583078741349006
"1124",2,125,0.0583078741349006
"1125",9,105,0.0582453312017423
"1126",105,9,0.0582453312017423
"1127",79,73,0.0581892331427512
"1128",73,79,0.0581892331427512
"1129",83,74,0.0581307334132793
"1130",74,83,0.0581307334132793
"1131",101,99,0.0579798362143463
"1132",99,101,0.0579798362143463
"1133",4,87,0.0579121080660045
"1134",87,4,0.0579121080660045
"1135",41,2,0.0578995592294895
"1136",2,41,0.0578995592294895
"1137",63,65,0.057836977572018
"1138",65,63,0.057836977572018
"1139",91,71,0.0578277525992609
"1140",71,91,0.0578277525992609
"1141",61,0,0.0578211346304569
"1142",0,61,0.0578211346304569
"1143",27,111,0.0577804425249346
"1144",111,27,0.0577804425249346
"1145",73,18,0.0577355133860988
"1146",18,73,0.0577355133860988
"1147",68,61,0.0576825634335145
"1148",61,68,0.0576825634335145
"1149",6,2,0.0576825292372432
"1150",2,6,0.0576825292372432
"1151",113,106,0.057598012287217
"1152",106,113,0.057598012287217
"1153",83,85,0.0575897210848835
"1154",85,83,0.0575897210848835
"1155",66,70,0.0575783780536135
"1156",70,66,0.0575783780536135
"1157",41,37,0.0574872877214847
"1158",37,41,0.0574872877214847
"1159",29,19,0.0574539487342376
"1160",19,29,0.0574539487342376
"1161",80,59,0.0574179882169591
"1162",59,80,0.0574179882169591
"1163",29,46,0.0573908885338841
"1164",46,29,0.0573908885338841
"1165",59,16,0.0573759786053996
"1166",16,59,0.0573759786053996
"1167",84,68,0.0573595258313381
"1168",68,84,0.0573595258313381
"1169",21,15,0.0573532503165679
"1170",15,21,0.0573532503165679
"1171",53,47,0.0572532570798176
"1172",47,53,0.0572532570798176
"1173",48,39,0.0572342381998633
"1174",39,48,0.0572342381998633
"1175",84,70,0.0571890153427717
"1176",70,84,0.0571890153427717
"1177",74,70,0.0571047045004161
"1178",70,74,0.0571047045004161
"1179",75,74,0.0570264273606442
"1180",74,75,0.0570264273606442
"1181",97,96,0.0570243806334014
"1182",96,97,0.0570243806334014
"1183",99,95,0.0570135888506425
"1184",95,99,0.0570135888506425
"1185",79,68,0.057012444163736
"1186",68,79,0.057012444163736
"1187",33,2,0.0569707918613031
"1188",2,33,0.0569707918613031
"1189",31,1,0.0569608498215185
"1190",1,31,0.0569608498215185
"1191",86,60,0.0569419627638569
"1192",60,86,0.0569419627638569
"1193",102,91,0.0568209201251359
"1194",91,102,0.0568209201251359
"1195",25,1,0.056763006768171
"1196",1,25,0.056763006768171
"1197",25,3,0.0566632321471316
"1198",3,25,0.0566632321471316
"1199",106,115,0.0566454654010553
"1200",115,106,0.0566454654010553
"1201",73,44,0.0565989187266854
"1202",44,73,0.0565989187266854
"1203",31,87,0.0565834709892314
"1204",87,31,0.0565834709892314
"1205",51,89,0.0565737515869665
"1206",89,51,0.0565737515869665
"1207",3,15,0.0565414995249818
"1208",15,3,0.0565414995249818
"1209",105,5,0.0565291798160356
"1210",5,105,0.0565291798160356
"1211",111,108,0.0564981649431431
"1212",108,111,0.0564981649431431
"1213",97,89,0.0564193178093499
"1214",89,97,0.0564193178093499
"1215",44,0,0.0564009701157305
"1216",0,44,0.0564009701157305
"1217",93,87,0.0562007031946242
"1218",87,93,0.0562007031946242
"1219",117,118,0.0561919442131027
"1220",118,117,0.0561919442131027
"1221",78,62,0.0561854836751368
"1222",62,78,0.0561854836751368
"1223",80,69,0.0561712598228814
"1224",69,80,0.0561712598228814
"1225",7,5,0.0561645526332175
"1226",5,7,0.0561645526332175
"1227",59,24,0.0561156644775614
"1228",24,59,0.0561156644775614
"1229",23,14,0.056096915797899
"1230",14,23,0.056096915797899
"1231",12,22,0.0560677988485458
"1232",22,12,0.0560677988485458
"1233",24,6,0.056042085877313
"1234",6,24,0.056042085877313
"1235",74,71,0.0560403806577738
"1236",71,74,0.0560403806577738
"1237",17,109,0.0559440649442756
"1238",109,17,0.0559440649442756
"1239",63,67,0.0559356595867187
"1240",67,63,0.0559356595867187
"1241",107,105,0.0558974088852055
"1242",105,107,0.0558974088852055
"1243",113,110,0.0558803326301384
"1244",110,113,0.0558803326301384
"1245",120,114,0.0558746710721388
"1246",114,120,0.0558746710721388
"1247",18,2,0.0558351768052641
"1248",2,18,0.0558351768052641
"1249",18,15,0.0558026829945004
"1250",15,18,0.0558026829945004
"1251",6,87,0.0556504173492425
"1252",87,6,0.0556504173492425
"1253",119,120,0.0556169429097606
"1254",120,119,0.0556169429097606
"1255",1,8,0.0554756105764911
"1256",8,1,0.0554756105764911
"1257",20,6,0.0554435979514287
"1258",6,20,0.0554435979514287
"1259",102,86,0.0554233602368106
"1260",86,102,0.0554233602368106
"1261",59,88,0.0553897228999955
"1262",88,59,0.0553897228999955
"1263",34,2,0.0553311407140149
"1264",2,34,0.0553311407140149
"1265",44,39,0.0553150061352846
"1266",39,44,0.0553150061352846
"1267",59,5,0.0552608576731705
"1268",5,59,0.0552608576731705
"1269",28,32,0.0552556611788069
"1270",32,28,0.0552556611788069
"1271",45,2,0.05524541614611
"1272",2,45,0.05524541614611
"1273",68,17,0.0552303071859498
"1274",17,68,0.0552303071859498
"1275",53,45,0.0552185963291603
"1276",45,53,0.0552185963291603
"1277",28,29,0.0551880270372077
"1278",29,28,0.0551880270372077
"1279",57,45,0.0551769705278893
"1280",45,57,0.0551769705278893
"1281",104,108,0.0551651248162897
"1282",108,104,0.0551651248162897
"1283",18,8,0.055062500431917
"1284",8,18,0.055062500431917
"1285",68,58,0.0549815484901161
"1286",58,68,0.0549815484901161
"1287",93,115,0.054948013861958
"1288",115,93,0.054948013861958
"1289",58,8,0.0549476889135036
"1290",8,58,0.0549476889135036
"1291",78,69,0.0549466132813198
"1292",69,78,0.0549466132813198
"1293",51,98,0.0549233077305234
"1294",98,51,0.0549233077305234
"1295",59,12,0.054909134378449
"1296",12,59,0.054909134378449
"1297",119,116,0.054883057225225
"1298",116,119,0.054883057225225
"1299",108,115,0.0548612997617142
"1300",115,108,0.0548612997617142
"1301",11,3,0.0548101756006705
"1302",3,11,0.0548101756006705
"1303",48,37,0.0548000788122414
"1304",37,48,0.0548000788122414
"1305",123,85,0.0547030760468858
"1306",85,123,0.0547030760468858
"1307",67,59,0.0546309385017003
"1308",59,67,0.0546309385017003
"1309",116,14,0.0545937165393248
"1310",14,116,0.0545937165393248
"1311",51,45,0.0545817933119483
"1312",45,51,0.0545817933119483
"1313",11,59,0.0545075169603644
"1314",59,11,0.0545075169603644
"1315",40,62,0.0544622257540362
"1316",62,40,0.0544622257540362
"1317",31,4,0.0544130911692002
"1318",4,31,0.0544130911692002
"1319",113,111,0.0543730733491393
"1320",111,113,0.0543730733491393
"1321",127,124,0.0542878562002482
"1322",124,127,0.0542878562002482
"1323",23,13,0.0542726995792841
"1324",13,23,0.0542726995792841
"1325",111,4,0.0541981256688826
"1326",4,111,0.0541981256688826
"1327",56,36,0.0541917561378016
"1328",36,56,0.0541917561378016
"1329",28,16,0.0541639541909021
"1330",16,28,0.0541639541909021
"1331",27,4,0.0541428544247399
"1332",4,27,0.0541428544247399
"1333",105,110,0.0540929706531946
"1334",110,105,0.0540929706531946
"1335",51,42,0.0540208807950776
"1336",42,51,0.0540208807950776
"1337",73,63,0.0539370464540731
"1338",63,73,0.0539370464540731
"1339",3,23,0.0539255537021071
"1340",23,3,0.0539255537021071
"1341",21,1,0.053885288738323
"1342",1,21,0.053885288738323
"1343",66,58,0.0538803060061364
"1344",58,66,0.0538803060061364
"1345",83,81,0.0538501160146557
"1346",81,83,0.0538501160146557
"1347",85,59,0.053615844167272
"1348",59,85,0.053615844167272
"1349",108,109,0.0535920168825148
"1350",109,108,0.0535920168825148
"1351",102,90,0.0535335267583956
"1352",90,102,0.0535335267583956
"1353",28,46,0.0534650703056314
"1354",46,28,0.0534650703056314
"1355",74,61,0.0534607048873006
"1356",61,74,0.0534607048873006
"1357",32,10,0.0534386026894343
"1358",10,32,0.0534386026894343
"1359",105,59,0.0533962324674763
"1360",59,105,0.0533962324674763
"1361",24,15,0.053328407456722
"1362",15,24,0.053328407456722
"1363",41,8,0.0531557868973247
"1364",8,41,0.0531557868973247
"1365",17,110,0.0531481480046302
"1366",110,17,0.0531481480046302
"1367",31,24,0.0531345188604413
"1368",24,31,0.0531345188604413
"1369",40,42,0.0531322523441303
"1370",42,40,0.0531322523441303
"1371",59,106,0.0530739358449763
"1372",106,59,0.0530739358449763
"1373",11,15,0.0530673523660935
"1374",15,11,0.0530673523660935
"1375",42,89,0.0529502881803132
"1376",89,42,0.0529502881803132
"1377",35,2,0.0529483976883991
"1378",2,35,0.0529483976883991
"1379",103,0,0.0529167162824516
"1380",0,103,0.0529167162824516
"1381",73,67,0.0528615039367206
"1382",67,73,0.0528615039367206
"1383",20,3,0.0527849200934971
"1384",3,20,0.0527849200934971
"1385",14,16,0.0526942602877527
"1386",16,14,0.0526942602877527
"1387",79,62,0.052565566698998
"1388",62,79,0.052565566698998
"1389",18,106,0.0525505317555175
"1390",106,18,0.0525505317555175
"1391",23,4,0.0525288161640589
"1392",4,23,0.0525288161640589
"1393",9,19,0.0524645039886702
"1394",19,9,0.0524645039886702
"1395",28,93,0.0524104963267271
"1396",93,28,0.0524104963267271
"1397",3,106,0.0523730488795257
"1398",106,3,0.0523730488795257
"1399",74,21,0.0523591163700185
"1400",21,74,0.0523591163700185
"1401",26,7,0.0522823687899791
"1402",7,26,0.0522823687899791
"1403",99,41,0.0522640798076672
"1404",41,99,0.0522640798076672
"1405",105,70,0.0522576865780934
"1406",70,105,0.0522576865780934
"1407",103,5,0.0521341752499157
"1408",5,103,0.0521341752499157
"1409",21,19,0.0520801982490007
"1410",19,21,0.0520801982490007
"1411",77,9,0.0520021338372779
"1412",9,77,0.0520021338372779
"1413",3,124,0.0519906868880516
"1414",124,3,0.0519906868880516
"1415",15,70,0.0519852879485351
"1416",70,15,0.0519852879485351
"1417",11,8,0.0519690022058162
"1418",8,11,0.0519690022058162
"1419",9,106,0.0518583307087353
"1420",106,9,0.0518583307087353
"1421",85,71,0.0518001912225854
"1422",71,85,0.0518001912225854
"1423",9,70,0.0517113107564221
"1424",70,9,0.0517113107564221
"1425",59,91,0.0517103744244615
"1426",91,59,0.0517103744244615
"1427",101,100,0.051692971344516
"1428",100,101,0.051692971344516
"1429",17,5,0.0516853641999762
"1430",5,17,0.0516853641999762
"1431",99,93,0.0516423322555618
"1432",93,99,0.0516423322555618
"1433",94,87,0.0516234271719198
"1434",87,94,0.0516234271719198
"1435",76,69,0.0516124704094201
"1436",69,76,0.0516124704094201
"1437",105,71,0.0515785191445346
"1438",71,105,0.0515785191445346
"1439",79,71,0.0515100129043129
"1440",71,79,0.0515100129043129
"1441",9,2,0.0514930971237267
"1442",2,9,0.0514930971237267
"1443",83,84,0.0514696404868121
"1444",84,83,0.0514696404868121
"1445",36,1,0.0514602312837136
"1446",1,36,0.0514602312837136
"1447",24,0,0.0513871136470308
"1448",0,24,0.0513871136470308
"1449",97,94,0.051344292668282
"1450",94,97,0.051344292668282
"1451",63,0,0.0513432829938315
"1452",0,63,0.0513432829938315
"1453",72,58,0.0513266741682157
"1454",58,72,0.0513266741682157
"1455",105,58,0.0513173167499189
"1456",58,105,0.0513173167499189
"1457",22,6,0.0512849035746286
"1458",6,22,0.0512849035746286
"1459",66,80,0.0512189792795736
"1460",80,66,0.0512189792795736
"1461",107,70,0.0512080232117089
"1462",70,107,0.0512080232117089
"1463",72,69,0.0511628438817165
"1464",69,72,0.0511628438817165
"1465",77,70,0.051059600436903
"1466",70,77,0.051059600436903
"1467",86,109,0.051058089426896
"1468",109,86,0.051058089426896
"1469",24,110,0.0510562992119692
"1470",110,24,0.0510562992119692
"1471",122,12,0.0510423156884351
"1472",12,122,0.0510423156884351
"1473",67,58,0.0510305833682837
"1474",58,67,0.0510305833682837
"1475",105,22,0.0509333685246217
"1476",22,105,0.0509333685246217
"1477",3,58,0.0509212615292304
"1478",58,3,0.0509212615292304
"1479",117,64,0.0508870111216719
"1480",64,117,0.0508870111216719
"1481",74,69,0.0508139852222327
"1482",69,74,0.0508139852222327
"1483",28,74,0.0507792208318233
"1484",74,28,0.0507792208318233
"1485",112,107,0.0507629570755293
"1486",107,112,0.0507629570755293
"1487",81,71,0.0507455215546816
"1488",71,81,0.0507455215546816
"1489",72,63,0.0506904138647054
"1490",63,72,0.0506904138647054
"1491",84,128,0.0506706060611766
"1492",128,84,0.0506706060611766
"1493",120,38,0.0506307055422472
"1494",38,120,0.0506307055422472
"1495",72,41,0.0506115712254695
"1496",41,72,0.0506115712254695
"1497",9,23,0.0506048577419314
"1498",23,9,0.0506048577419314
"1499",103,1,0.050552227676359
"1500",1,103,0.050552227676359
"1501",82,65,0.0505218260582283
"1502",65,82,0.0505218260582283
"1503",83,60,0.050397065886326
"1504",60,83,0.050397065886326
"1505",17,60,0.0503479221466647
"1506",60,17,0.0503479221466647
"1507",57,49,0.0503472554806994
"1508",49,57,0.0503472554806994
"1509",20,12,0.0503200707945668
"1510",12,20,0.0503200707945668
"1511",120,23,0.0501854151947269
"1512",119,23,0.0501854151947269
"1513",23,120,0.0501854151947269
"1514",23,119,0.0501854151947269
"1515",97,38,0.050063966913024
"1516",38,97,0.050063966913024
"1517",26,0,0.0500258146935272
"1518",0,26,0.0500258146935272
